b,k,periodo,estabilidad
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42),4,"Inestable porque existe landa = [-2.08281, -2.0828]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.25),2,"Inestable porque existe landa = [-9.47449, -9.47448]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.25),3,"Inestable porque existe landa = [61.6853, 61.6854]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.25),4,"Inestable porque existe landa = [13.9549, 13.955]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.25),5,"Inestable porque existe landa = [-593.85, -593.849]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.5),2,"Inestable porque existe landa = [-9.54814, -9.54812]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.5),3,"Inestable porque existe landa = [-5.48506, -5.48505]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.5),4,"Inestable porque existe landa = [-1.93935, -1.93934]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.5),5,"Inestable porque existe landa = [41.4895, 41.4896]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.75),2,"Inestable porque existe landa = [-9.62092, -9.62091]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.75),4,"Inestable porque existe landa = [-1.81173, -1.81171]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-42.75),5,"Inestable porque existe landa = [-157.187, -157.186]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43),2,"Inestable porque existe landa = [-9.69285, -9.69284]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43),3,"Inestable porque existe landa = [63.866, 63.8661]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43),4,"Inestable porque existe landa = [-1.65987, -1.65985]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43),5,"Inestable porque existe landa = [46.0204, 46.0205]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.25),2,"Inestable porque existe landa = [-9.76396, -9.76395]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.25),4,"Inestable porque existe landa = [-1.48961, -1.48959]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.5),2,"Inestable porque existe landa = [-9.83425, -9.83424]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.5),3,"Inestable porque existe landa = [-6.12854, -6.12853]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.5),4,"Inestable porque existe landa = [-1.30506, -1.30505]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.75),2,"Inestable porque existe landa = [-9.90373, -9.90372]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.75),3,"Inestable porque existe landa = [65.9898, 65.9899]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-43.75),4,"Inestable porque existe landa = [-1.10924, -1.10923]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44),2,"Inestable porque existe landa = [-9.97243, -9.97242]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44),3,"Inestable porque existe landa = [66.6855, 66.6856]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44),4,"Estable porque existe landa = [-0.904413, -0.904412]_com con |landa| < 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.25),3,"Inestable porque existe landa = [67.3752, 67.3753]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.25),4,"Inestable porque existe landa = [26.1392, 26.1393]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.5),2,"Inestable porque existe landa = [-10.1076, -10.1074]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.5),3,"Inestable porque existe landa = [-6.74315, -6.74314]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.5),4,"Inestable porque existe landa = [27.5307, 27.5308]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.5),5,"Inestable porque existe landa = [59.195, 59.1951]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.75),2,"Inestable porque existe landa = [-10.174, -10.1738]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.75),3,"Inestable porque existe landa = [68.737, 68.7371]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-44.75),4,"Estable porque existe landa = [-0.252633, -0.252632]_com con |landa| < 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-45),2,"Inestable porque existe landa = [-10.2396, -10.2395]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-45),3,"Inestable porque existe landa = [-7.04023, -7.04022]_com con |landa| > 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-45),4,"Estable porque existe landa = [-0.0281288, -0.0281287]_com con |landa| < 1"
ExactReal{Float64}(-11.5),ExactReal{Float64}(-45),5,"Inestable porque existe landa = [63.4764, 63.4765]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-14),2,"Estable porque existe landa = [0.216058, 0.216059]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-14.5),2,"Estable porque existe landa = [-0.749098, -0.749097]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-14.75),2,"Inestable porque existe landa = [-1.12635, -1.12634]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-15.5),2,"Inestable porque existe landa = [-1.91957, -1.91956]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-15.5),4,"Inestable porque existe landa = [-3.78221, -3.7822]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-16),2,"Inestable porque existe landa = [-2.221, -2.22099]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-16.5),2,"Inestable porque existe landa = [-2.38098, -2.38097]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-16.75),2,"Inestable porque existe landa = [-2.41643, -2.41642]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-17.25),2,"Inestable porque existe landa = [-2.41199, -2.41198]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-17.5),2,"Inestable porque existe landa = [-2.37669, -2.37668]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-17.5),4,"Inestable porque existe landa = [-8.74079, -8.74078]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-17.75),2,"Inestable porque existe landa = [-2.32194, -2.32193]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-18),2,"Inestable porque existe landa = [-2.24944, -2.24943]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-18.25),2,"Inestable porque existe landa = [-2.16067, -2.16065]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-18.25),4,"Inestable porque existe landa = [-4.64254, -4.64253]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-18.5),2,"Inestable porque existe landa = [-2.05693, -2.05692]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-18.75),2,"Inestable porque existe landa = [-1.93941, -1.9394]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-19),2,"Inestable porque existe landa = [-1.80912, -1.80911]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-19),4,"Estable porque existe landa = [-0.945242, -0.945241]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-19.5),2,"Inestable porque existe landa = [-1.51384, -1.51383]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-19.75),2,"Inestable porque existe landa = [-1.3504, -1.35039]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-20.25),2,"Estable porque existe landa = [-0.995201, -0.9952]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-20.5),2,"Estable porque existe landa = [-0.804605, -0.804604]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-20.75),2,"Estable porque existe landa = [-0.606048, -0.606047]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-21),2,"Estable porque existe landa = [-0.400049, -0.400048]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-21.25),2,"Estable porque existe landa = [-0.187165, -0.187164]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-21.75),2,"Estable porque existe landa = [0.256035, 0.256036]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-22),2,"Estable porque existe landa = [0.482643, 0.482644]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-22.25),2,"Estable porque existe landa = [0.701838, 0.701839]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-22.5),2,"Estable porque existe landa = [0.839039, 0.83904]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-22.75),2,"Estable porque existe landa = [0.710498, 0.710499]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-23),2,"Estable porque existe landa = [0.491571, 0.491572]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-23.25),2,"Estable porque existe landa = [0.26334, 0.263341]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-23.5),2,"Estable porque existe landa = [0.0360173, 0.0360174]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-23.75),2,"Estable porque existe landa = [-0.188136, -0.188135]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-24),2,"Estable porque existe landa = [-0.408428, -0.408427]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-24.25),2,"Estable porque existe landa = [-0.62464, -0.624638]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-24.75),2,"Inestable porque existe landa = [-1.04472, -1.04471]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-25),2,"Inestable porque existe landa = [-1.24868, -1.24867]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-25),4,"Estable porque existe landa = [0.0500915, 0.0500916]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-25.25),2,"Inestable porque existe landa = [-1.4487, -1.44869]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-25.5),2,"Inestable porque existe landa = [-1.64486, -1.64485]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-26),2,"Inestable porque existe landa = [-2.02602, -2.02601]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-26.25),2,"Inestable porque existe landa = [-2.21121, -2.2112]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-26.5),2,"Inestable porque existe landa = [-2.39293, -2.39292]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-26.5),4,"Inestable porque existe landa = [-3.22148, -3.22147]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-26.75),2,"Inestable porque existe landa = [-2.57128, -2.57127]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-26.75),4,"Inestable porque existe landa = [-3.57036, -3.57035]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-27),2,"Inestable porque existe landa = [-2.74634, -2.74633]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-27),4,"Inestable porque existe landa = [-3.86702, -3.86701]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-27.25),2,"Inestable porque existe landa = [-2.91821, -2.91819]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-27.25),4,"Inestable porque existe landa = [11.8822, 11.8823]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-27.5),2,"Inestable porque existe landa = [-3.08696, -3.08695]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-27.5),5,"Inestable porque existe landa = [9.85053, 9.85054]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-27.75),2,"Inestable porque existe landa = [-3.25268, -3.25267]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28),2,"Inestable porque existe landa = [-3.41545, -3.41544]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28),3,"Estable porque existe landa = [-0.796182, -0.796181]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28),5,"Inestable porque existe landa = [20.2846, 20.2847]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.25),2,"Inestable porque existe landa = [-3.57535, -3.57534]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.25),3,"Inestable porque existe landa = [-1.66715, -1.66714]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.25),4,"Inestable porque existe landa = [-4.44692, -4.44691]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.5),2,"Inestable porque existe landa = [-3.73245, -3.73244]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.5),3,"Inestable porque existe landa = [-2.04655, -2.04654]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.5),4,"Inestable porque existe landa = [11.7132, 11.7133]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.75),2,"Inestable porque existe landa = [-3.88683, -3.88682]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.75),3,"Inestable porque existe landa = [-2.23147, -2.23146]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-28.75),5,"Inestable porque existe landa = [26.2361, 26.2362]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-29),2,"Inestable porque existe landa = [-4.03854, -4.03853]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-29),3,"Inestable porque existe landa = [11.0126, 11.0127]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-29.25),2,"Inestable porque existe landa = [-4.18767, -4.18766]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-29.25),3,"Inestable porque existe landa = [-2.3119, -2.31189]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-29.5),2,"Inestable porque existe landa = [-4.33428, -4.33427]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-29.5),3,"Inestable porque existe landa = [-2.26714, -2.26713]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-29.75),5,"Inestable porque existe landa = [-79.702, -79.7019]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-30),3,"Inestable porque existe landa = [-2.07647, -2.07646]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-30.25),2,"Inestable porque existe landa = [-4.75958, -4.75957]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-30.25),3,"Inestable porque existe landa = [-1.94509, -1.94508]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-30.5),3,"Inestable porque existe landa = [-1.79595, -1.79594]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-30.75),3,"Inestable porque existe landa = [-1.63222, -1.63221]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-30.75),5,"Inestable porque existe landa = [826.814, 826.815]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31),2,"Inestable porque existe landa = [-5.16432, -5.16431]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31),3,"Inestable porque existe landa = [-1.4563, -1.45629]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.25),3,"Inestable porque existe landa = [22.4888, 22.4889]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.5),2,"Inestable porque existe landa = [-5.42345, -5.42344]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.5),3,"Inestable porque existe landa = [-1.07491, -1.07489]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.5),5,"Inestable porque existe landa = [-139.0, -138.999]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.75),2,"Inestable porque existe landa = [-5.54996, -5.54995]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.75),3,"Estable porque existe landa = [-0.872089, -0.872088]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.75),4,"Inestable porque existe landa = [-166.727, -166.726]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-31.75),5,"Inestable porque existe landa = [-148.061, -148.06]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32),2,"Inestable porque existe landa = [-5.67449, -5.67448]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32),3,"Inestable porque existe landa = [25.8201, 25.8202]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32),5,"Inestable porque existe landa = [-157.253, -157.252]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32.25),3,"Inestable porque existe landa = [26.895, 26.8951]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32.5),2,"Inestable porque existe landa = [-5.91781, -5.9178]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32.5),3,"Estable porque existe landa = [-0.227352, -0.227351]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32.5),4,"Inestable porque existe landa = [-188.812, -188.811]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32.75),2,"Inestable porque existe landa = [-6.03669, -6.03667]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-32.75),3,"Estable porque existe landa = [-0.0037334, -0.00373339]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33),2,"Inestable porque existe landa = [-6.15376, -6.15375]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33),3,"Estable porque existe landa = [0.221451, 0.221452]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33),5,"Inestable porque existe landa = [1294.19, 1294.2]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33.25),3,"Estable porque existe landa = [0.443488, 0.443489]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33.5),2,"Inestable porque existe landa = [-6.38267, -6.38266]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33.5),3,"Inestable porque existe landa = [32.0451, 32.0452]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33.75),2,"Inestable porque existe landa = [-6.49459, -6.49458]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33.75),3,"Estable porque existe landa = [0.758882, 0.758883]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-33.75),5,"Inestable porque existe landa = [-224.798, -224.797]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-34),2,"Inestable porque existe landa = [-6.60486, -6.60484]_com con |landa| > 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-34),3,"Estable porque existe landa = [0.664444, 0.664445]_com con |landa| < 1"
ExactReal{Float64}(-11.25),ExactReal{Float64}(-34),5,"Inestable porque existe landa = [1505.64, 1505.65]_com con |landa| > 1"
